# Display device: dummy:?hz=0&bx=0&by=0&bw=0&bh=0&w=0&h=0 36297392ppi 476859872x36297280
# Pointing device: input:/dev/input/event7?debugLevel=0&cpi=400&hz=100&seize=0 cpi 476859672@476859872Hz
# Transfer function: interp:/home/whot/code/libpointing/pointing-echomouse/darwin-16?f=0&normalize=0&space=vg
0.000000 3.830638
0.000000 -nan
2.647654 3.815000
5.559497 3.815008
8.873286 3.815000
10.879884 3.815008
11.240776 3.815000
11.396264 3.815008
11.999244 3.835848
14.831251 3.815000
16.504899 3.830638
16.708328 3.815000
22.987812 3.835848
23.165887 3.815000
23.200585 3.835848
23.483933 3.815000
23.533045 3.835848
31.192435 3.830638
38.985756 3.840032
46.813165 3.835853
47.312221 3.840032
47.416575 3.835853
54.032829 3.841800
54.346893 3.835853
54.844608 3.841800
61.569858 3.838445
62.336709 3.841800
63.549326 3.838445
63.697772 3.841800
64.267307 3.838445
70.218214 3.835853
70.240077 3.838445
70.797458 3.835853
71.048445 3.838445
71.195558 3.835853
74.516041 3.838445
74.528216 3.835853
79.334548 3.840016
79.770723 3.835853
80.212054 3.840016
84.126219 3.837738
84.484320 3.840016
85.556951 3.837738
93.603640 3.841063
93.611759 3.837738
94.050852 3.841063
98.353374 3.839055
98.575756 3.841063
99.249425 3.839055
99.456590 3.841063
100.712902 3.839055
101.548049 3.841063
102.581924 3.839055
103.764675 3.841063
103.764721 3.839055
106.370684 3.841063
106.753486 3.839055
108.400021 3.841800
110.570006 3.839055
111.061056 3.841800
111.171757 3.839055
111.778144 3.841800
112.468547 3.839055
112.959196 3.841800
116.829558 3.840021
116.831110 3.841800
117.999587 3.842362
118.027122 3.840021
118.309984 3.841800
118.482601 3.840021
118.950300 3.841800
118.955055 3.840021
125.064949 3.842362
126.117719 3.840021
126.721130 3.842362
126.898781 3.840021
127.311461 3.842362
129.601416 3.839326
130.052932 3.842362
133.106162 3.840750
133.147820 3.842362
133.187712 3.840750
133.356005 3.842362
133.564133 3.840750
134.353331 3.842362
134.405505 3.840750
141.125772 3.839326
141.182292 3.840750
142.277222 3.839326
142.880599 3.840750
143.057563 3.839326
148.630675 3.841334
148.768234 3.839326
149.835948 3.840750
150.054900 3.841334
151.417342 3.839326
151.465313 3.840016
151.532660 3.841334
153.647476 3.840016
154.111834 3.841334
156.233752 3.840016
161.642810 3.841808
161.697165 3.840016
164.938355 3.841808
165.171450 3.840016
165.422868 3.841808
165.868962 3.840016
167.231749 3.841808
167.287273 3.840016
167.546462 3.841808
168.095556 3.840587
168.464034 3.841808
173.052165 3.840587
175.388953 3.8405
175.607494 3.841808
176.359171 3.840587
176.479035 3.842191
176.670132 3.840587
177.133137 3.842191
177.265220 3.840587
180.565506 3.842191
182.712551 3.840587
182.999793 3.842191
187.254038 3.841063
192.393151 3.842191
193.286465 3.841063
194.845412 3.842520
196.515357 3.841063
197.227116 3.842520
197.690836 3.841063
198.735603 3.842520
201.100844 3.841063
203.614360 3.842520
205.163847 3.841460
205.891889 3.840484
205.911699 3.841460
206.301575 3.842520
206.659294 3.841460
210.068093 3.840484
210.409774 3.841460
210.778647 3.842520
212.535204 3.840484
214.163373 3.841460
215.496673 3.840484
216.018929 3.841460
217.790864 3.841805
218.674325 3.840484
219.739885 3.841805
219.986604 3.840484
220.408024 3.841805
221.975115 3.840484
222.788394 3.841805
224.593762 3.840484
226.496816 3.841805
227.340469 3.840880
228.604272 3.841805
229.323328 3.840880
231.821295 3.841805
234.548973 3.842105
237.020132 3.840880
237.230199 3.842105
237.539577 3.840880
238.125000 3.842105
238.701240 3.841229
239.699498 3.842105
245.484722 3.841229
248.611566 3.842362
249.790113 3.841229
252.451502 3.842362
253.733025 3.842105
253.933543 3.842362
254.400874 3.841537
256.464229 3.842362
257.904786 3.841537
258.317109 3.842362
259.338475 3.841537
262.540188 3.842362
263.472008 3.841537
263.663772 3.840755
264.339356 3.841537
265.403648 3.842362
266.441877 3.840755
268.865483 3.841537
269.031040 3.841804
270.176086 3.842362
270.406539 3.841537
271.266915 3.840755
271.432053 3.841537
271.665978 3.841804
272.224906 3.840755
276.179608 3.841804
276.967988 3.840755
278.170513 3.841804
278.382595 3.842047
278.463277 3.841058
278.866026 3.841804
279.125092 3.841058
280.373221 3.841804
283.232838 3.840755
283.251894 3.841058
284.275244 3.842047
284.737962 3.841804
286.226411 3.841058
286.864221 3.841804
287.412134 3.841058
288.281363 3.842047
288.412512 3.841058
